날짜,시간,구장,경기  홈팀원정팀,구분
2023.08.03 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.08.04 금,19:30,서울 월드컵 경기장,종료  서울  2  포항  2,25R
2023.08.04 금,19:30,광주 축구 전용경기장,종료  광주  3  대전  0,25R
2023.08.05 토,19:00,수원 월드컵 경기장,종료  수원  0  수원FC  2,25R
2023.08.05 토,19:30,대구iM뱅크PARK,종료  대구  0  울산  0,25R
2023.08.06 일,19:00,전주 월드컵 경기장,종료  전북  2  인천  0,25R
2023.08.06 일,19:30,제주 월드컵 경기장,종료  제주  1  강원  1,25R
2023.08.07 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.08.08 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.08.09 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.08.10 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.08.11 금,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.08.12 토,19:00,전주 월드컵 경기장,종료  전북  1  수원  1,26R
2023.08.12 토,19:30,강릉 종합 운동장,종료  강원  2  울산  0,26R
2023.08.12 토,20:00,제주 월드컵 경기장,종료  제주  3  수원FC  0,26R
2023.08.13 일,19:00,대전 월드컵 경기장,종료  대전  4  서울  3,26R
2023.08.13 일,19:30,인천 축구 전용경기장,종료  인천  3  대구  1,26R
2023.08.13 일,20:00,포항 스틸야드,종료  포항  1  광주  1,26R
2023.08.14 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.08.15 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.08.16 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.08.17 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.08.18 금,19:30,수원 월드컵 경기장,종료  수원  1  제주  0,27R
2023.08.18 금,19:30,인천 축구 전용경기장,종료  인천  2  광주  2,27R
2023.08.19 토,19:00,울산 문수 축구경기장,종료  울산  1  전북  0,27R
2023.08.19 토,19:00,강릉 종합 운동장,종료  강원  1  수원FC  2,27R
2023.08.19 토,19:30,서울 월드컵 경기장,종료  서울  2  대구  2,27R
2023.08.20 일,19:00,포항 스틸야드,종료  포항  4  대전  3,27R
2023.08.21 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.08.22 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.08.23 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.08.24 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.08.25 금,19:00,수원 종합 운동장,종료  수원FC  1  인천  2,28R
2023.08.25 금,19:30,전주 월드컵 경기장,종료  전북  1  대전  1,28R
2023.08.26 토,19:00,대구iM뱅크PARK,종료  대구  1  제주  0,28R
2023.08.26 토,19:30,강릉 종합 운동장,종료  강원  1  포항  1,28R
2023.08.27 일,19:00,서울 월드컵 경기장,종료  서울  2  울산  2,28R
2023.08.27 일,19:30,광주 축구 전용경기장,종료  광주  4  수원  0,28R
2023.08.28 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.08.29 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.08.30 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.08.31 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.09.01 금,19:00,대전 월드컵 경기장,종료  대전  0  수원FC  1,29R
2023.09.01 금,19:30,대구iM뱅크PARK,종료  대구  1  강원  0,29R
2023.09.02 토,16:30,수원 월드컵 경기장,종료  수원  0  서울  1,29R
2023.09.02 토,19:00,인천 축구 전용경기장,종료  인천  0  포항  2,29R
2023.09.03 일,16:30,울산 문수 축구경기장,종료  울산  0  광주  2,29R
2023.09.03 일,19:00,제주 월드컵 경기장,종료  제주  0  전북  0,29R
2023.09.04 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.09.05 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.09.06 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.09.07 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.09.08 금,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.09.09 토,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.09.10 일,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.09.11 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.09.12 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.09.13 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.09.14 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.09.15 금,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.09.16 토,14:00,전주 월드컵 경기장,종료  전북  1  강원  3,30R
2023.09.16 토,14:00,인천 축구 전용경기장,종료  인천  2  제주  1,30R
2023.09.16 토,16:30,포항 스틸야드,종료  포항  2  수원FC  0,30R
2023.09.16 토,19:00,울산 문수 축구경기장,종료  울산  1  대전  1,30R
2023.09.17 일,14:00,서울 월드컵 경기장,종료  서울  0  광주  1,30R
2023.09.17 일,16:30,수원 월드컵 경기장,종료  수원  0  대구  1,30R
2023.09.18 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.09.19 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.09.20 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.09.21 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.09.22 금,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.09.23 토,14:00,대전 월드컵 경기장,종료  대전  3  수원  1,31R
2023.09.23 토,16:30,제주 월드컵 경기장,종료  제주  1  서울  3,31R
2023.09.24 일,14:00,수원 종합 운동장,종료  수원FC  2  울산  3,31R
2023.09.24 일,14:00,광주 축구 전용경기장,종료  광주  0  전북  1,31R
2023.09.24 일,16:30,강릉 종합 운동장,종료  강원  1  인천  1,31R
2023.09.24 일,19:00,대구iM뱅크PARK,종료  대구  0  포항  0,31R
2023.09.25 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.09.26 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.09.27 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.09.28 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.09.29 금,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.09.30 토,14:00,포항 스틸야드,종료  포항  0  울산  0,32R
2023.09.30 토,14:00,수원 종합 운동장,종료  수원FC  1  서울  1,32R
2023.09.30 토,16:30,전주 월드컵 경기장,종료  전북  1  대구  3,32R
2023.09.30 토,19:00,인천 축구 전용경기장,종료  인천  2  수원  0,32R
2023.10.01 일,14:00,강릉 종합 운동장,종료  강원  1  대전  1,32R
2023.10.01 일,16:30,제주 월드컵 경기장,종료  제주  1  광주  2,32R
2023.10.02 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.10.03 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.10.04 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.10.05 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.10.06 금,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.10.07 토,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.10.08 일,15:00,울산 문수 축구경기장,종료  울산  0  인천  0,33R
2023.10.08 일,15:00,대구iM뱅크PARK,종료  대구  2  수원FC  2,33R
2023.10.08 일,15:00,서울 월드컵 경기장,종료  서울  0  전북  2,33R
2023.10.08 일,15:00,수원 월드컵 경기장,종료  수원  1  포항  0,33R
2023.10.08 일,15:00,광주 축구 전용경기장,종료  광주  1  강원  0,33R
2023.10.08 일,15:00,대전 월드컵 경기장,종료  대전  1  제주  0,33R
2023.10.09 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.10.10 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.10.11 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.10.12 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.10.13 금,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.10.14 토,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.10.15 일,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.10.16 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.10.17 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.10.18 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.10.19 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.10.20 금,19:30,포항 스틸야드,종료  포항  1  인천  1,파이널 라운드A
2023.10.21 토,14:00,광주 축구 전용경기장,종료  광주  1  울산  0,파이널 라운드A
2023.10.21 토,16:30,대구iM뱅크PARK,종료  대구  1  전북  2,파이널 라운드A
2023.10.22 일,14:00,서울 월드컵 경기장,종료  서울  2  강원  1,파이널 라운드B
2023.10.22 일,14:00,제주 월드컵 경기장,종료  제주  2  수원  0,파이널 라운드B
2023.10.22 일,16:40,대전 월드컵 경기장,종료  대전  1  수원FC  1,파이널 라운드B
2023.10.23 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.10.24 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.10.25 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.10.26 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.10.27 금,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.10.28 토,14:00,전주 월드컵 경기장,종료  전북  1  포항  1,파이널 라운드A
2023.10.28 토,16:30,광주 축구 전용경기장,종료  광주  0  인천  2,파이널 라운드A
2023.10.28 토,16:30,강릉 종합 운동장,종료  강원  1  제주  1,파이널 라운드B
2023.10.29 일,14:00,울산 문수 축구경기장,종료  울산  2  대구  0,파이널 라운드A
2023.10.29 일,14:00,수원 월드컵 경기장,종료  수원  2  대전  2,파이널 라운드B
2023.10.29 일,16:30,수원 종합 운동장,종료  수원FC  3  서울  4,파이널 라운드B
2023.10.30 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.10.31 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.11.01 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.11.02 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.11.03 금,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.11.04 토,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.11.05 일,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.11.06 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.11.07 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.11.08 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.11.09 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.11.10 금,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.11.11 토,14:00,대전 월드컵 경기장,종료  대전  0  강원  1,파이널 라운드B
2023.11.11 토,16:30,대구iM뱅크PARK,종료  대구  1  광주  1,파이널 라운드A
2023.11.11 토,16:30,제주 월드컵 경기장,종료  제주  0  서울  0,파이널 라운드B
2023.11.12 일,14:00,인천 축구 전용경기장,종료  인천  1  전북  1,파이널 라운드A
2023.11.12 일,14:00,수원 종합 운동장,종료  수원FC  2  수원  3,파이널 라운드B
2023.11.12 일,16:30,울산 문수 축구경기장,종료  울산  3  포항  2,파이널 라운드A
2023.11.13 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.11.14 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.11.15 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.11.16 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.11.17 금,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.11.18 토,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.11.19 일,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.11.20 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.11.21 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.11.22 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.11.23 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.11.24 금,19:30,인천 축구 전용경기장,종료  인천  3  울산  1,파이널 라운드A
2023.11.25 토,14:00,전주 월드컵 경기장,종료  전북  2  광주  0,파이널 라운드A
2023.11.25 토,14:00,제주 월드컵 경기장,종료  제주  0  대전  2,파이널 라운드B
2023.11.25 토,16:30,포항 스틸야드,종료  포항  1  대구  0,파이널 라운드A
2023.11.25 토,16:30,서울 월드컵 경기장,종료  서울  0  수원  1,파이널 라운드B
2023.11.25 토,16:30,강릉 종합 운동장,종료  강원  2  수원FC  0,파이널 라운드B
2023.11.26 일,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.11.27 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.11.28 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.11.29 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.11.30 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.12.01 금,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.12.02 토,14:00,대전 월드컵 경기장,종료  대전  2  서울  2,파이널 라운드B
2023.12.02 토,14:00,수원 종합 운동장,종료  수원FC  1  제주  1,파이널 라운드B
2023.12.02 토,14:00,수원 월드컵 경기장,종료  수원  0  강원  0,파이널 라운드B
2023.12.03 일,14:00,울산 문수 축구경기장,종료  울산  1  전북  0,파이널 라운드A
2023.12.03 일,14:00,광주 축구 전용경기장,종료  광주  0  포항  0,파이널 라운드A
2023.12.03 일,14:00,대구iM뱅크PARK,종료  대구  2  인천  1,파이널 라운드A
2023.12.04 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.12.05 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.12.06 수,19:00,부산 아시아드 경기장,종료  부산  2  수원FC  1,플레이오프
2023.12.06 수,19:00,김포솔터축구장,종료  김포  0  강원  0,플레이오프
2023.12.07 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.12.08 금,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.12.09 토,14:00,수원 종합 운동장,종료  수원FC  5  부산  2,플레이오프
2023.12.09 토,14:00,강릉 종합 운동장,종료  강원  2  김포  1,플레이오프
2023.12.10 일,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.12.11 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.12.12 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.12.13 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.12.14 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.12.15 금,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.12.16 토,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.12.17 일,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.12.18 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.12.19 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.12.20 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.12.21 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.12.22 금,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.12.23 토,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.12.24 일,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.12.25 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.12.26 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.12.27 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.12.28 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.12.29 금,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.12.30 토,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.12.31 일,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.01.01 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.01.02 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.01.03 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.01.04 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.01.05 금,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.01.06 토,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.01.07 일,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.01.08 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.01.09 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.01.10 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.01.11 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.01.12 금,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.01.13 토,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.01.14 일,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.01.15 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.01.16 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.01.17 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.01.18 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.01.19 금,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.01.20 토,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.01.21 일,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.01.22 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.01.23 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.01.24 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.01.25 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.01.26 금,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.01.27 토,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.01.28 일,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.01.29 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.01.30 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.01.31 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.02.01 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.02.02 금,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.02.03 토,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.02.04 일,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.02.05 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.02.06 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.02.07 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.02.08 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.02.09 금,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.02.10 토,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.02.11 일,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.02.12 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.02.13 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.02.14 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.02.15 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.02.16 금,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.02.17 토,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.02.18 일,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.02.19 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.02.20 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.02.21 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.02.22 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.02.23 금,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.02.24 토,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.02.25 일,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.02.26 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.02.27 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.02.28 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.02.29 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.03.01 금,14:00,울산 문수 축구경기장,종료  울산  1  포항  0,1R
2024.03.01 금,16:30,전주 월드컵 경기장,종료  전북  1  대전  1,1R
2024.03.02 토,14:00,광주 축구 전용경기장,종료  광주  2  서울  0,1R
2024.03.02 토,16:30,인천 축구 전용경기장,종료  인천  0  수원FC  1,1R
2024.03.02 토,16:30,춘천 송암 스포츠타운,종료  강원  1  제주  1,1R
2024.03.03 일,14:00,대구iM뱅크PARK,종료  대구  0  김천  1,1R
2024.03.04 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.03.05 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.03.06 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.03.07 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.03.08 금,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.03.09 토,14:00,수원 종합 운동장,종료  수원FC  1  전북  1,2R
2024.03.09 토,16:30,포항 스틸야드,종료  포항  3  대구  1,2R
2024.03.09 토,16:30,김천 종합 운동장,종료  김천  2  울산  3,2R
2024.03.10 일,14:00,제주 월드컵 경기장,종료  제주  3  대전  1,2R
2024.03.10 일,16:00,서울 월드컵 경기장,종료  서울  0  인천  0,2R
2024.03.10 일,16:30,광주 축구 전용경기장,종료  광주  4  강원  2,2R
2024.03.11 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.03.12 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.03.13 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.03.14 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.03.15 금,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.03.16 토,14:00,대전 월드컵 경기장,종료  대전  1  강원  1,3R
2024.03.16 토,16:30,대구iM뱅크PARK,종료  대구  1  수원FC  1,3R
2024.03.16 토,16:30,서울 월드컵 경기장,종료  서울  2  제주  0,3R
2024.03.17 일,14:00,포항 스틸야드,종료  포항  1  광주  0,3R
2024.03.17 일,14:00,김천 종합 운동장,종료  김천  1  전북  0,3R
2024.03.17 일,16:30,울산 문수 축구경기장,종료  울산  3  인천  3,3R
2024.03.18 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.03.19 화,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.03.20 수,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.03.21 목,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.03.22 금,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
